country,year,gas_proved_reserves,region
Saudi Arabia,2017,5.65,Middle East
Saudi Arabia,2018,5.89,Middle East
Syria,1980,0.08,Middle East
Syria,1981,0.08,Middle East
Syria,1982,0.1,Middle East
Syria,1983,0.1,Middle East
Syria,1984,0.1,Middle East
Syria,1985,0.12,Middle East
Syria,1986,0.13,Middle East
Syria,1987,0.12,Middle East
Syria,1988,0.11,Middle East
Syria,1989,0.15,Middle East
Syria,1990,0.17,Middle East
Syria,1991,0.19,Middle East
Syria,1992,0.19,Middle East
Syria,1993,0.21,Middle East
Syria,1994,0.22,Middle East
Syria,1995,0.22,Middle East
Syria,1996,0.22,Middle East
Syria,1997,0.22,Middle East
Syria,1998,0.22,Middle East
Syria,1999,0.23,Middle East
Syria,2000,0.23,Middle East
Syria,2001,0.23,Middle East
Syria,2002,0.24,Middle East
Syria,2003,0.27,Middle East
Syria,2004,0.27,Middle East
Syria,2005,0.27,Middle East
Syria,2006,0.27,Middle East
Syria,2007,0.27,Middle East
Syria,2008,0.25,Middle East
Syria,2009,0.27,Middle East
Syria,2010,0.27,Middle East
Syria,2011,0.27,Middle East
Syria,2012,0.27,Middle East
Syria,2013,0.27,Middle East
Syria,2014,0.27,Middle East
Syria,2015,0.27,Middle East
Syria,2016,0.27,Middle East
Syria,2017,0.27,Middle East
Syria,2018,0.27,Middle East
United Arab Emirates,1980,2.31,Middle East
United Arab Emirates,1981,2.47,Middle East
United Arab Emirates,1982,2.9,Middle East
United Arab Emirates,1983,2.97,Middle East
United Arab Emirates,1984,3.03,Middle East
United Arab Emirates,1985,3.07,Middle East
United Arab Emirates,1986,5.28,Middle East
United Arab Emirates,1987,5.54,Middle East
United Arab Emirates,1988,5.52,Middle East
United Arab Emirates,1989,5.51,Middle East
United Arab Emirates,1990,5.48,Middle East
United Arab Emirates,1991,5.65,Middle East
United Arab Emirates,1992,5.65,Middle East
United Arab Emirates,1993,5.65,Middle East
United Arab Emirates,1994,6.61,Middle East
United Arab Emirates,1995,5.71,Middle East
United Arab Emirates,1996,5.64,Middle East
United Arab Emirates,1997,5.91,Middle East
United Arab Emirates,1998,5.85,Middle East
United Arab Emirates,1999,5.85,Middle East
United Arab Emirates,2000,5.84,Middle East
United Arab Emirates,2001,5.91,Middle East
United Arab Emirates,2002,5.9,Middle East
United Arab Emirates,2003,5.9,Middle East
United Arab Emirates,2004,5.93,Middle East
United Arab Emirates,2005,5.96,Middle East
United Arab Emirates,2006,6.28,Middle East
United Arab Emirates,2007,6.28,Middle East
United Arab Emirates,2008,5.94,Middle East
United Arab Emirates,2009,5.94,Middle East
United Arab Emirates,2010,5.94,Middle East
United Arab Emirates,2011,5.94,Middle East
United Arab Emirates,2012,5.94,Middle East
United Arab Emirates,2013,5.94,Middle East
United Arab Emirates,2014,5.94,Middle East
United Arab Emirates,2015,5.94,Middle East
United Arab Emirates,2016,5.94,Middle East
United Arab Emirates,2017,5.94,Middle East
United Arab Emirates,2018,5.94,Middle East
Yemen,1980,0,Middle East
Yemen,1981,0,Middle East
Yemen,1982,0,Middle East
Yemen,1983,0,Middle East
Yemen,1984,0,Middle East
Yemen,1985,0,Middle East
Yemen,1986,0.02,Middle East
Yemen,1987,0.11,Middle East
Yemen,1988,0.16,Middle East
Yemen,1989,0.2,Middle East
Yemen,1990,0.25,Middle East
Yemen,1991,0.32,Middle East
Yemen,1992,0.32,Middle East
Yemen,1993,0.32,Middle East
Yemen,1994,0.32,Middle East
Yemen,1995,0.32,Middle East
Yemen,1996,0.32,Middle East
Yemen,1997,0.32,Middle East
Yemen,1998,0.32,Middle East
Yemen,1999,0.32,Middle East
Yemen,2000,0.32,Middle East
Yemen,2001,0.32,Middle East
Yemen,2002,0.32,Middle East
Yemen,2003,0.32,Middle East
Yemen,2004,0.32,Middle East
Yemen,2005,0.32,Middle East
Yemen,2006,0.32,Middle East
Yemen,2007,0.32,Middle East
Yemen,2008,0.32,Middle East
Yemen,2009,0.32,Middle East
Yemen,2010,0.32,Middle East
Yemen,2011,0.3,Middle East
Yemen,2012,0.29,Middle East
Yemen,2013,0.28,Middle East
Yemen,2014,0.27,Middle East
Yemen,2015,0.27,Middle East
Yemen,2016,0.27,Middle East
Yemen,2017,0.27,Middle East
Yemen,2018,0.27,Middle East
Canada,1980,2.37,North America
Canada,1981,2.44,North America
Canada,1982,2.47,North America
Canada,1983,2.49,North America
Canada,1984,2.68,North America
Canada,1985,2.65,North America
Canada,1986,2.62,North America
Canada,1987,2.57,North America
Canada,1988,2.54,North America
Canada,1989,2.6,North America
Canada,1990,2.6,North America
Canada,1991,2.58,North America
Canada,1992,2.55,North America
Canada,1993,2.13,North America
Canada,1994,1.81,North America
Canada,1995,1.84,North America
Canada,1996,1.85,North America
Canada,1997,1.72,North America
Canada,1998,1.66,North America
Canada,1999,1.64,North America
Canada,2000,1.6,North America
Canada,2001,1.61,North America
Canada,2002,1.58,North America
Canada,2003,1.53,North America
Canada,2004,1.52,North America
Canada,2005,1.56,North America
Canada,2006,1.56,North America
Canada,2007,1.56,North America
Canada,2008,1.67,North America
Canada,2009,1.65,North America
Canada,2010,1.88,North America
Canada,2011,1.83,North America
Canada,2012,1.9,North America
Canada,2013,1.93,North America
Canada,2014,1.89,North America
Canada,2015,2.07,North America
Canada,2016,2,North America
Canada,2017,1.98,North America
Canada,2018,1.85,North America
Mexico,1980,1.81,North America
Mexico,1981,2.11,North America
Mexico,1982,2.11,North America
Mexico,1983,2.16,North America
Mexico,1984,2.15,North America
Mexico,1985,2.15,North America
Mexico,1986,2.12,North America
Mexico,1987,2.1,North America
Mexico,1988,2.06,North America
Mexico,1989,2.04,North America
Mexico,1990,2,North America
Mexico,1991,1.99,North America
Mexico,1992,1.96,North America
Mexico,1993,1.95,North America
Mexico,1994,1.92,North America
Mexico,1995,1.9,North America
Mexico,1996,1.79,North America
Mexico,1997,1.78,North America
Mexico,1998,0.84,North America
Mexico,1999,0.85,North America
Mexico,2000,0.83,North America
Mexico,2001,0.79,North America
Mexico,2002,0.42,North America
Mexico,2003,0.42,North America
Mexico,2004,0.41,North America
Mexico,2005,0.4,North America
Mexico,2006,0.38,North America
Mexico,2007,0.37,North America
Mexico,2008,0.36,North America
Mexico,2009,0.34,North America
Mexico,2010,0.35,North America
Mexico,2011,0.36,North America
Mexico,2012,0.36,North America
Mexico,2013,0.34,North America
Mexico,2014,0.32,North America
Mexico,2015,0.24,North America
Mexico,2016,0.2,North America
Mexico,2017,0.18,North America
Mexico,2018,0.18,North America
US,1980,5.4,North America
US,1981,5.47,North America
US,1982,5.46,North America
US,1983,5.43,North America
US,1984,5.35,North America
US,1985,5.24,North America
US,1986,5.19,North America
US,1987,5.08,North America
US,1988,4.56,North America
US,1989,4.53,North America
US,1990,4.59,North America
US,1991,4.53,North America
US,1992,4.47,North America
US,1993,4.4,North America
US,1994,4.44,North America
US,1995,4.48,North America
US,1996,4.51,North America
US,1997,4.53,North America
US,1998,4.45,North America
US,1999,4.54,North America
US,2000,4.81,North America
US,2001,4.97,North America
US,2002,5.07,North America
US,2003,5.13,North America
US,2004,5.22,North America
US,2005,5.54,North America
US,2006,5.72,North America
US,2007,6.45,North America
US,2008,6.63,North America
US,2009,7.39,North America
US,2010,8.26,North America
US,2011,9.06,North America
US,2012,8.35,North America
US,2013,9.17,North America
US,2014,10,North America
US,2015,8.34,North America
US,2016,8.74,North America
US,2017,11.89,North America
US,2018,11.89,North America
Argentina,1980,0.62,S. & Cent. America
Argentina,1981,0.63,S. & Cent. America
Argentina,1982,0.67,S. & Cent. America
Argentina,1983,0.66,S. & Cent. America
Argentina,1984,0.65,S. & Cent. America
Argentina,1985,0.66,S. & Cent. America
Argentina,1986,0.65,S. & Cent. America
Argentina,1987,0.67,S. & Cent. America
Argentina,1988,0.75,S. & Cent. America
Argentina,1989,0.65,S. & Cent. America
Argentina,1990,0.64,S. & Cent. America
Argentina,1991,0.63,S. & Cent. America
Argentina,1992,0.53,S. & Cent. America
Argentina,1993,0.5,S. & Cent. America
Argentina,1994,0.52,S. & Cent. America
Argentina,1995,0.6,S. & Cent. America
Argentina,1996,0.62,S. & Cent. America
Argentina,1997,0.67,S. & Cent. America
Argentina,1998,0.67,S. & Cent. America
Argentina,1999,0.71,S. & Cent. America
Argentina,2000,0.76,S. & Cent. America
Argentina,2001,0.74,S. & Cent. America
Argentina,2002,0.65,S. & Cent. America
Argentina,2003,0.6,S. & Cent. America
Argentina,2004,0.53,S. & Cent. America
Argentina,2005,0.43,S. & Cent. America
Argentina,2006,0.43,S. & Cent. America
Argentina,2007,0.43,S. & Cent. America
Argentina,2008,0.39,S. & Cent. America
Argentina,2009,0.37,S. & Cent. America
Argentina,2010,0.35,S. & Cent. America
Argentina,2011,0.32,S. & Cent. America
Argentina,2012,0.31,S. & Cent. America
Argentina,2013,0.32,S. & Cent. America
Argentina,2014,0.32,S. & Cent. America
Argentina,2015,0.34,S. & Cent. America
Argentina,2016,0.33,S. & Cent. America
Argentina,2017,0.35,S. & Cent. America
Argentina,2018,0.35,S. & Cent. America
Bolivia,1980,0.12,S. & Cent. America
Bolivia,1981,0.16,S. & Cent. America
Bolivia,1982,0.13,S. & Cent. America
Bolivia,1983,0.13,S. & Cent. America
Bolivia,1984,0.13,S. & Cent. America
Bolivia,1985,0.13,S. & Cent. America
Bolivia,1986,0.14,S. & Cent. America
Bolivia,1987,0.11,S. & Cent. America
Bolivia,1988,0.11,S. & Cent. America
Bolivia,1989,0.11,S. & Cent. America
Bolivia,1990,0.11,S. & Cent. America
Bolivia,1991,0.11,S. & Cent. America
Bolivia,1992,0.11,S. & Cent. America
Bolivia,1993,0.1,S. & Cent. America
Bolivia,1994,0.11,S. & Cent. America
Bolivia,1995,0.11,S. & Cent. America
Bolivia,1996,0.1,S. & Cent. America
Bolivia,1997,0.11,S. & Cent. America
Bolivia,1998,0.14,S. & Cent. America
Bolivia,1999,0.14,S. & Cent. America
Bolivia,2000,0.19,S. & Cent. America
Bolivia,2001,0.22,S. & Cent. America
Bolivia,2002,0.23,S. & Cent. America
Bolivia,2003,0.22,S. & Cent. America
Bolivia,2004,0.21,S. & Cent. America
Bolivia,2005,0.21,S. & Cent. America
Bolivia,2006,0.2,S. & Cent. America
Bolivia,2007,0.2,S. & Cent. America
Bolivia,2008,0.27,S. & Cent. America
Bolivia,2009,0.27,S. & Cent. America
Bolivia,2010,0.27,S. & Cent. America
Bolivia,2011,0.27,S. & Cent. America
Bolivia,2012,0.31,S. & Cent. America
Bolivia,2013,0.29,S. & Cent. America
Bolivia,2014,0.27,S. & Cent. America
Bolivia,2015,0.27,S. & Cent. America
Bolivia,2016,0.29,S. & Cent. America
Bolivia,2017,0.29,S. & Cent. America
Bolivia,2018,0.29,S. & Cent. America
Brazil,1980,0.05,S. & Cent. America
Brazil,1981,0.06,S. & Cent. America
Brazil,1982,0.07,S. & Cent. America
Brazil,1983,0.08,S. & Cent. America
Brazil,1984,0.09,S. & Cent. America
Brazil,1985,0.1,S. & Cent. America
Brazil,1986,0.1,S. & Cent. America
Brazil,1987,0.11,S. & Cent. America
Brazil,1988,0.11,S. & Cent. America
Brazil,1989,0.12,S. & Cent. America
Brazil,1990,0.12,S. & Cent. America
Brazil,1991,0.13,S. & Cent. America
Brazil,1992,0.14,S. & Cent. America
Brazil,1993,0.14,S. & Cent. America
Brazil,1994,0.15,S. & Cent. America
Brazil,1995,0.16,S. & Cent. America
Brazil,1996,0.16,S. & Cent. America
Brazil,1997,0.24,S. & Cent. America
Brazil,1998,0.23,S. & Cent. America
Brazil,1999,0.24,S. & Cent. America
Brazil,2000,0.23,S. & Cent. America
Brazil,2001,0.23,S. & Cent. America
Brazil,2002,0.25,S. & Cent. America
Brazil,2003,0.25,S. & Cent. America
Brazil,2004,0.34,S. & Cent. America
Brazil,2005,0.32,S. & Cent. America
Brazil,2006,0.36,S. & Cent. America
Brazil,2007,0.38,S. & Cent. America
Brazil,2008,0.38,S. & Cent. America
Brazil,2009,0.38,S. & Cent. America
Brazil,2010,0.44,S. & Cent. America
Brazil,2011,0.47,S. & Cent. America
Brazil,2012,0.47,S. & Cent. America
Brazil,2013,0.47,S. & Cent. America
Brazil,2014,0.49,S. & Cent. America
Brazil,2015,0.44,S. & Cent. America
Brazil,2016,0.39,S. & Cent. America
Brazil,2017,0.38,S. & Cent. America
Brazil,2018,0.38,S. & Cent. America
Colombia,1980,0.12,S. & Cent. America
Colombia,1981,0.12,S. & Cent. America
Colombia,1982,0.12,S. & Cent. America
Colombia,1983,0.11,S. & Cent. America
Colombia,1984,0.1,S. & Cent. America
Colombia,1985,0.1,S. & Cent. America
Colombia,1986,0.11,S. & Cent. America
Colombia,1987,0.09,S. & Cent. America
Colombia,1988,0.12,S. & Cent. America
Colombia,1989,0.1,S. & Cent. America
Colombia,1990,0.1,S. & Cent. America
Colombia,1991,0.1,S. & Cent. America
Colombia,1992,0.18,S. & Cent. America
Colombia,1993,0.2,S. & Cent. America
Colombia,1994,0.21,S. & Cent. America
Colombia,1995,0.21,S. & Cent. America
Colombia,1996,0.21,S. & Cent. America
Colombia,1997,0.19,S. & Cent. America
Colombia,1998,0.19,S. & Cent. America
Colombia,1999,0.18,S. & Cent. America
Colombia,2000,0.12,S. & Cent. America
Colombia,2001,0.12,S. & Cent. America
Colombia,2002,0.12,S. & Cent. America
Colombia,2003,0.11,S. & Cent. America
Colombia,2004,0.11,S. & Cent. America
Colombia,2005,0.11,S. & Cent. America
Colombia,2006,0.12,S. & Cent. America
Colombia,2007,0.12,S. & Cent. America
Colombia,2008,0.12,S. & Cent. America
Colombia,2009,0.13,S. & Cent. America
Colombia,2010,0.15,S. & Cent. America
Colombia,2011,0.15,S. & Cent. America
Colombia,2012,0.16,S. & Cent. America
Colombia,2013,0.15,S. & Cent. America
Colombia,2014,0.13,S. & Cent. America
Colombia,2015,0.12,S. & Cent. America
Colombia,2016,0.11,S. & Cent. America
Colombia,2017,0.11,S. & Cent. America
Colombia,2018,0.11,S. & Cent. America
Other S. & Cent. America,1980,0.16,S. & Cent. America
Other S. & Cent. America,1981,0.15,S. & Cent. America
Other S. & Cent. America,1982,0.15,S. & Cent. America
Other S. & Cent. America,1983,0.16,S. & Cent. America
Other S. & Cent. America,1984,0.15,S. & Cent. America
Other S. & Cent. America,1985,0.15,S. & Cent. America
Other S. & Cent. America,1986,0.15,S. & Cent. America
Other S. & Cent. America,1987,0.15,S. & Cent. America
Other S. & Cent. America,1988,0.14,S. & Cent. America
Other S. & Cent. America,1989,0.16,S. & Cent. America
Other S. & Cent. America,1990,0.16,S. & Cent. America
Other S. & Cent. America,1991,0.16,S. & Cent. America
Other S. & Cent. America,1992,0.16,S. & Cent. America
Other S. & Cent. America,1993,0.15,S. & Cent. America
Other S. & Cent. America,1994,0.15,S. & Cent. America
Other S. & Cent. America,1995,0.15,S. & Cent. America
Other S. & Cent. America,1996,0.14,S. & Cent. America
Other S. & Cent. America,1997,0.14,S. & Cent. America
Other S. & Cent. America,1998,0.14,S. & Cent. America
Other S. & Cent. America,1999,0.14,S. & Cent. America
Other S. & Cent. America,2000,0.12,S. & Cent. America
Other S. & Cent. America,2001,0.12,S. & Cent. America
Other S. & Cent. America,2002,0.12,S. & Cent. America
Other S. & Cent. America,2003,0.07,S. & Cent. America
Other S. & Cent. America,2004,0.06,S. & Cent. America
Other S. & Cent. America,2005,0.06,S. & Cent. America
Other S. & Cent. America,2006,0.06,S. & Cent. America
Other S. & Cent. America,2007,0.07,S. & Cent. America
Other S. & Cent. America,2008,0.07,S. & Cent. America
Other S. & Cent. America,2009,0.06,S. & Cent. America
Other S. & Cent. America,2010,0.06,S. & Cent. America
Other S. & Cent. America,2011,0.06,S. & Cent. America
Other S. & Cent. America,2012,0.06,S. & Cent. America
Other S. & Cent. America,2013,0.06,S. & Cent. America
Other S. & Cent. America,2014,0.06,S. & Cent. America
Other S. & Cent. America,2015,0.06,S. & Cent. America
Other S. & Cent. America,2016,0.06,S. & Cent. America
Other S. & Cent. America,2017,0.06,S. & Cent. America
Other S. & Cent. America,2018,0.06,S. & Cent. America
Peru,1980,0.03,S. & Cent. America
Peru,1981,0.03,S. & Cent. America
Peru,1982,0.03,S. & Cent. America
Peru,1983,0.03,S. & Cent. America
Peru,1984,0.02,S. & Cent. America
Peru,1985,0.03,S. & Cent. America
Peru,1986,0.05,S. & Cent. America
Peru,1987,0.33,S. & Cent. America
Peru,1988,0.33,S. & Cent. America
Peru,1989,0.33,S. & Cent. America
Peru,1990,0.33,S. & Cent. America
Peru,1991,0.33,S. & Cent. America
Peru,1992,0.31,S. & Cent. America
Peru,1993,0.32,S. & Cent. America
Peru,1994,0.33,S. & Cent. America
Peru,1995,0.19,S. & Cent. America
Peru,1996,0.19,S. & Cent. America
Peru,1997,0.19,S. & Cent. America
Peru,1998,0.24,S. & Cent. America
Peru,1999,0.24,S. & Cent. America
Peru,2000,0.24,S. & Cent. America
Peru,2001,0.24,S. & Cent. America
Peru,2002,0.24,S. & Cent. America
Peru,2003,0.24,S. & Cent. America
Peru,2004,0.31,S. & Cent. America
Peru,2005,0.32,S. & Cent. America
Peru,2006,0.32,S. & Cent. America
Peru,2007,0.32,S. & Cent. America
Peru,2008,0.33,S. & Cent. America
Peru,2009,0.33,S. & Cent. America
Peru,2010,0.34,S. & Cent. America
Peru,2011,0.35,S. & Cent. America
Peru,2012,0.42,S. & Cent. America
Peru,2013,0.41,S. & Cent. America
Peru,2014,0.4,S. & Cent. America
Peru,2015,0.38,S. & Cent. America
Peru,2016,0.44,S. & Cent. America
Peru,2017,0.35,S. & Cent. America
Peru,2018,0.35,S. & Cent. America
Trinidad & Tobago,1980,0.29,S. & Cent. America
Trinidad & Tobago,1981,0.33,S. & Cent. America
Trinidad & Tobago,1982,0.32,S. & Cent. America
Trinidad & Tobago,1983,0.31,S. & Cent. America
Trinidad & Tobago,1984,0.3,S. & Cent. America
Trinidad & Tobago,1985,0.31,S. & Cent. America
Trinidad & Tobago,1986,0.3,S. & Cent. America
Trinidad & Tobago,1987,0.29,S. & Cent. America
Trinidad & Tobago,1988,0.29,S. & Cent. America
Trinidad & Tobago,1989,0.28,S. & Cent. America
Trinidad & Tobago,1990,0.25,S. & Cent. America
Trinidad & Tobago,1991,0.23,S. & Cent. America
Trinidad & Tobago,1992,0.23,S. & Cent. America
Trinidad & Tobago,1993,0.22,S. & Cent. America
Trinidad & Tobago,1994,0.28,S. & Cent. America
Trinidad & Tobago,1995,0.34,S. & Cent. America
Trinidad & Tobago,1996,0.44,S. & Cent. America
Trinidad & Tobago,1997,0.5,S. & Cent. America
Trinidad & Tobago,1998,0.54,S. & Cent. America
Trinidad & Tobago,1999,0.59,S. & Cent. America
Trinidad & Tobago,2000,0.54,S. & Cent. America
Trinidad & Tobago,2001,0.56,S. & Cent. America
Trinidad & Tobago,2002,0.57,S. & Cent. America
Trinidad & Tobago,2003,0.52,S. & Cent. America
Trinidad & Tobago,2004,0.52,S. & Cent. America
Trinidad & Tobago,2005,0.52,S. & Cent. America
Trinidad & Tobago,2006,0.47,S. & Cent. America
Trinidad & Tobago,2007,0.47,S. & Cent. America
Trinidad & Tobago,2008,0.42,S. & Cent. America
Trinidad & Tobago,2009,0.4,S. & Cent. America
Trinidad & Tobago,2010,0.37,S. & Cent. America
Trinidad & Tobago,2011,0.37,S. & Cent. America
Trinidad & Tobago,2012,0.36,S. & Cent. America
Trinidad & Tobago,2013,0.34,S. & Cent. America
Trinidad & Tobago,2014,0.32,S. & Cent. America
Trinidad & Tobago,2015,0.32,S. & Cent. America
Trinidad & Tobago,2016,0.29,S. & Cent. America
Trinidad & Tobago,2017,0.31,S. & Cent. America
Trinidad & Tobago,2018,0.31,S. & Cent. America
Venezuela,1980,1.4,S. & Cent. America
Venezuela,1981,1.52,S. & Cent. America
Venezuela,1982,1.63,S. & Cent. America
Venezuela,1983,1.73,S. & Cent. America
Venezuela,1984,1.85,S. & Cent. America
Venezuela,1985,1.93,S. & Cent. America
Venezuela,1986,2.91,S. & Cent. America
Venezuela,1987,3.15,S. & Cent. America
Venezuela,1988,3.17,S. & Cent. America
Venezuela,1989,3.32,S. & Cent. America
Venezuela,1990,3.81,S. & Cent. America
Venezuela,1991,3.98,S. & Cent. America
Venezuela,1992,4.1,S. & Cent. America
Venezuela,1993,4.1,S. & Cent. America
Venezuela,1994,4.4,S. & Cent. America
Venezuela,1995,4.51,S. & Cent. America
Venezuela,1996,4.5,S. & Cent. America
Venezuela,1997,4.57,S. & Cent. America
Venezuela,1998,4.6,S. & Cent. America
Venezuela,1999,4.61,S. & Cent. America
Venezuela,2000,4.61,S. & Cent. America
Venezuela,2001,4.64,S. & Cent. America
Venezuela,2002,4.64,S. & Cent. America
Venezuela,2003,4.68,S. & Cent. America
Venezuela,2004,4.76,S. & Cent. America
Venezuela,2005,4.79,S. & Cent. America
Venezuela,2006,5.23,S. & Cent. America
Venezuela,2007,5.37,S. & Cent. America
Venezuela,2008,5.53,S. & Cent. America
Venezuela,2009,5.62,S. & Cent. America
Venezuela,2010,6.13,S. & Cent. America
Venezuela,2011,6.14,S. & Cent. America
Venezuela,2012,6.17,S. & Cent. America
Venezuela,2013,6.19,S. & Cent. America
Venezuela,2014,6.24,S. & Cent. America
Venezuela,2015,6.33,S. & Cent. America
Venezuela,2016,6.37,S. & Cent. America
Venezuela,2017,6.34,S. & Cent. America
Venezuela,2018,6.34,S. & Cent. America
